seq_name,PAAC1,PAAC2,PAAC3,PAAC4,PAAC5,PAAC6,PAAC7,PAAC8,PAAC9,PAAC10,PAAC11,PAAC12,PAAC13,PAAC14,PAAC15,PAAC16,PAAC17,PAAC18,PAAC19,PAAC20,PAAC21,PAAC22,PAAC23,PAAC24,PAAC25,PAAC26,druggable
Positive_931,1.131,0.848,0.679,0.452,0.198,0.763,0.368,0.792,0.226,0.848,1.046,0.99,0.65,0.763,1.018,1.583,1.357,0.17,0.565,1.216,14.081,13.87,13.995,13.846,14.754,13.791,1
Positive_932,0.684,0.839,0.653,0.87,0.155,0.59,0.404,0.808,0.218,0.901,1.399,0.839,0.559,0.653,0.621,1.181,1.088,0.249,0.839,1.181,14.966,13.0,14.665,14.473,13.692,14.473,1
Positive_933,0.862,1.001,0.751,0.89,0.111,0.445,0.389,0.667,0.167,1.001,1.362,0.751,0.528,0.695,0.612,0.89,1.029,0.278,0.806,1.001,14.683,13.794,14.712,14.413,13.423,14.74,1
Positive_934,0.757,1.03,0.727,0.848,0.182,0.515,0.363,0.939,0.273,0.939,1.424,0.666,0.454,0.757,0.575,0.909,0.909,0.242,0.697,1.121,14.727,13.659,14.691,14.526,13.609,14.462,1
Positive_935,1.546,1.01,0.505,0.726,0.126,0.6,0.473,0.789,0.284,0.852,1.42,0.442,0.473,0.6,0.536,1.136,0.694,0.284,0.663,1.104,15.12,13.294,14.386,14.236,14.136,14.564,1
Positive_936,0.643,0.771,0.707,0.9,0.322,0.546,0.322,0.739,0.289,1.093,1.511,0.804,0.418,0.932,0.707,1.029,1.189,0.354,0.707,0.964,14.978,13.819,14.492,13.737,14.38,13.647,1
Positive_937,0.599,0.851,0.694,0.883,0.315,0.536,0.315,0.599,0.252,0.946,1.23,0.788,0.41,0.82,0.662,1.23,1.23,0.41,0.82,1.135,14.518,13.694,14.371,14.275,14.43,13.988,1
Positive_938,0.646,0.807,0.614,0.807,0.388,0.711,0.42,0.452,0.194,1.066,1.679,0.743,0.452,0.743,0.678,1.292,1.324,0.42,0.807,0.84,14.336,13.884,14.412,14.223,13.967,14.095,1
Positive_939,1.113,0.943,0.68,0.634,0.186,0.912,0.526,0.928,0.34,0.82,1.268,0.835,0.449,0.634,0.603,1.129,0.835,0.232,0.402,1.036,13.388,14.099,14.883,14.215,14.36,14.549,1
Positive_940,0.635,0.513,0.464,0.659,0.049,1.148,0.903,0.855,0.195,1.025,1.221,1.343,0.146,0.342,0.903,0.464,0.977,0.464,0.537,0.977,14.104,14.664,13.558,14.484,14.802,14.567,1
Positive_941,0.983,0.855,0.47,0.641,0.47,0.727,0.299,0.47,0.428,1.582,1.753,0.983,0.342,0.684,0.428,1.497,1.026,0.299,0.556,1.154,13.114,15.219,13.881,12.801,14.671,14.664,1
Positive_942,0.936,0.648,0.504,0.864,0.252,0.792,0.9,0.576,0.396,0.936,2.016,0.468,0.288,0.828,0.72,1.476,0.792,0.396,0.648,1.44,14.256,14.423,13.947,13.526,14.201,13.772,1
Positive_943,0.764,0.74,0.667,0.759,0.433,1.134,0.749,0.579,0.35,0.871,1.893,1.041,0.384,0.598,0.477,1.138,0.769,0.185,0.467,0.871,13.99,15.329,13.373,13.574,14.34,14.526,1
Positive_944,0.947,0.715,0.406,0.85,0.116,1.024,0.599,0.927,0.464,0.792,1.429,1.024,0.406,0.676,0.734,0.869,0.792,0.155,0.464,0.908,13.908,15.13,14.365,13.894,14.137,14.272,1
Positive_945,0.745,0.745,0.745,0.745,0.373,1.565,0.745,0.596,0.224,0.522,1.64,0.969,0.224,0.82,0.596,0.82,1.118,0.298,0.82,0.671,12.607,14.494,14.127,15.461,13.431,14.899,1
Positive_946,1.011,0.662,0.767,0.488,0.279,0.732,0.628,0.662,0.209,1.499,1.987,0.976,0.593,0.906,0.767,1.36,1.29,0.279,0.488,1.185,12.879,14.816,14.179,13.483,13.533,14.338,1
Positive_947,0.984,0.911,1.239,0.51,0.401,0.692,0.328,0.765,0.219,1.53,1.858,0.874,0.619,0.802,0.984,1.056,0.656,0.255,0.474,1.603,13.415,14.396,14.002,12.929,13.893,14.605,1
Positive_948,1.472,0.824,0.235,0.235,0.294,0.412,0.53,1.413,0.412,0.942,2.119,0.412,0.177,1.236,1.001,0.824,0.589,0.235,0.942,0.648,14.375,14.293,13.411,13.277,14.846,14.846,1
Positive_949,1.239,0.644,0.595,0.198,0.397,0.347,0.545,0.942,0.644,0.644,2.478,0.545,0.446,1.388,0.744,0.991,0.496,0.545,0.694,1.239,13.509,14.801,13.351,14.368,14.289,13.919,1
Positive_950,0.663,0.684,0.535,0.984,0.428,1.048,0.535,0.962,0.406,0.684,1.005,1.262,0.449,0.941,0.791,0.77,0.706,0.192,0.406,0.898,14.235,13.984,14.479,14.393,14.114,14.444,1
Positive_951,0.795,0.672,0.591,0.815,0.428,0.999,0.53,0.917,0.387,0.795,1.162,1.202,0.367,0.937,0.489,0.754,0.611,0.183,0.408,0.734,14.071,14.471,15.228,14.071,14.037,14.347,1
Positive_952,0.824,0.824,0.537,0.958,0.46,0.977,0.69,0.977,0.402,0.709,1.188,1.054,0.326,0.709,0.709,0.671,0.594,0.172,0.345,0.997,13.855,14.307,14.957,14.815,13.926,14.017,1
Positive_953,0.571,0.857,0.524,1.024,0.405,1.095,0.619,0.952,0.524,0.714,1.191,0.762,0.476,0.738,0.714,1.024,0.548,0.167,0.429,0.857,14.362,14.837,14.319,14.489,13.957,13.844,1
Positive_954,0.674,0.714,0.654,0.714,0.555,1.111,0.575,0.793,0.476,0.773,1.269,1.15,0.555,0.932,0.694,0.654,0.535,0.198,0.337,0.635,14.401,14.184,15.451,14.149,13.778,14.037,1
Positive_955,0.624,0.925,0.347,1.156,0.37,0.994,0.578,0.971,0.416,0.832,1.295,0.786,0.347,0.671,0.74,0.809,0.578,0.162,0.393,0.694,14.545,14.921,14.244,14.312,14.339,13.949,1
Positive_956,1.109,0.814,0.222,1.627,0.148,1.257,0.37,1.183,0.222,0.37,1.701,0.888,0.148,0.74,0.962,0.814,0.666,0.074,0.444,0.666,13.687,14.956,12.505,15.36,15.108,13.961,1
Positive_957,1.331,0.847,0.121,0.363,0.06,0.908,0.605,1.271,0.424,0.363,1.755,0.06,0.242,0.726,0.424,0.726,1.029,0.666,0.484,1.089,14.028,14.271,15.412,14.804,14.379,13.61,1
Positive_958,0.808,0.66,0.747,0.669,0.443,0.921,0.617,0.738,0.243,1.321,1.651,1.042,0.469,1.138,0.652,1.112,0.704,0.278,0.356,0.99,13.902,14.976,12.813,14.058,14.688,14.003,1
Positive_959,0.721,0.562,0.786,0.683,0.374,0.871,0.487,0.805,0.253,1.395,1.807,1.086,0.571,1.198,0.58,1.02,0.73,0.281,0.524,1.011,14.236,14.622,13.213,14.071,14.173,13.937,1
Positive_960,0.901,0.752,0.736,0.713,0.306,1.128,0.423,0.932,0.204,1.222,1.496,0.94,0.525,1.104,0.619,1.097,0.721,0.227,0.454,1.01,14.502,14.905,12.904,14.207,14.153,13.819,1
Positive_961,0.863,0.72,0.776,0.792,0.293,1.037,0.42,0.8,0.19,1.18,1.599,1.061,0.554,1.021,0.618,1.322,0.736,0.222,0.507,1.029,14.228,14.685,12.828,14.26,14.095,14.165,1
Positive_962,1.184,0.696,0.696,0.488,0.488,1.811,0.348,0.766,0.279,0.975,1.114,0.766,0.418,0.557,0.0,0.975,1.114,0.209,0.696,1.602,13.802,14.053,13.703,13.217,15.374,14.667,1
Positive_963,0.838,0.768,0.698,0.419,0.419,1.815,0.419,0.559,0.14,0.698,1.396,0.559,0.419,0.768,0.768,1.047,0.768,0.279,0.628,1.606,13.668,14.216,13.781,14.254,14.801,14.269,1
Positive_964,1.214,0.866,0.767,0.653,0.312,1.051,0.582,0.959,0.298,1.101,1.612,0.731,0.383,0.923,0.788,1.129,0.817,0.199,0.419,0.966,14.375,14.58,13.35,13.768,14.091,14.067,1
Positive_965,1.026,1.086,0.422,0.996,0.121,1.116,0.935,0.724,0.483,0.573,1.297,0.724,0.241,0.332,1.026,1.629,0.362,0.181,0.422,0.905,14.15,15.253,14.61,13.099,13.851,14.435,1
Positive_966,1.215,1.156,0.525,0.624,0.256,1.031,0.585,1.071,0.387,0.722,1.465,0.663,0.44,0.873,0.966,1.084,0.775,0.158,0.414,0.952,14.479,14.801,13.357,13.887,14.179,13.933,1
Positive_967,1.159,1.226,0.64,0.726,0.171,0.976,0.646,1.183,0.415,0.695,1.268,0.671,0.518,0.762,1.049,1.0,0.726,0.195,0.463,0.787,14.274,14.9,13.426,13.999,14.213,13.915,1
Positive_968,0.805,1.14,0.47,0.872,0.134,1.006,0.671,1.006,0.067,0.335,0.939,1.073,0.201,0.47,1.208,1.879,0.738,0.134,0.335,1.006,14.216,14.731,14.289,14.231,13.115,14.926,1
Positive_969,0.989,0.676,0.78,0.416,0.416,0.832,0.468,0.884,0.442,1.015,1.483,0.884,0.26,1.015,0.572,0.858,0.78,0.468,0.494,1.093,13.894,14.576,13.723,13.983,14.005,14.991,1
Positive_970,0.912,1.123,0.316,0.702,0.14,1.018,0.737,0.737,0.281,0.702,1.018,0.912,0.281,0.491,1.088,1.018,0.737,0.246,0.491,0.737,13.198,15.565,13.636,14.498,15.052,14.368,1
Positive_971,0.979,1.058,0.392,0.979,0.078,0.94,0.549,0.509,0.118,0.666,1.489,0.823,0.274,0.666,0.705,0.901,0.588,0.157,0.509,0.901,14.317,14.031,14.622,14.397,14.968,14.383,1
Positive_972,0.969,0.888,0.323,0.606,0.202,0.928,0.606,0.888,0.323,0.848,1.897,0.727,0.242,0.767,0.646,1.211,1.292,0.202,0.484,1.251,14.473,13.608,14.656,14.511,13.731,13.723,1
Positive_973,0.898,0.684,0.428,0.599,0.342,1.069,0.813,0.727,0.428,1.155,1.797,1.027,0.342,0.855,0.599,1.198,1.24,0.171,0.513,1.155,14.084,13.202,13.603,14.052,14.285,14.734,1
Positive_974,0.99,0.746,0.848,0.874,0.45,0.733,0.501,1.015,0.373,0.977,1.632,0.797,0.45,0.823,0.604,1.658,0.758,0.218,0.45,0.99,13.844,13.948,13.535,14.281,14.329,14.178,1
Positive_975,0.843,0.674,0.337,0.955,0.618,0.73,0.618,1.012,0.73,0.73,1.686,0.955,0.562,1.124,0.73,1.18,0.787,0.112,0.449,0.843,12.879,13.491,14.455,14.878,14.149,14.47,1
Positive_976,1.403,1.031,0.344,0.745,0.286,0.716,0.63,1.06,0.516,0.716,1.747,0.716,0.43,0.487,1.06,1.031,0.888,0.229,0.372,1.146,14.65,14.075,14.145,14.044,13.966,13.569,1
Positive_977,1.401,0.981,0.7,0.588,0.252,0.672,0.504,1.205,0.42,1.177,1.625,0.897,0.56,0.532,0.448,1.597,1.037,0.196,0.504,0.924,13.57,14.113,13.967,13.667,14.543,13.918,1
Positive_978,0.868,0.842,0.421,0.921,0.263,0.815,0.447,0.842,0.579,0.763,1.421,0.921,0.526,0.552,0.789,1.263,0.605,0.105,0.552,1.026,14.426,14.324,14.026,14.433,13.729,14.542,1
Positive_979,0.791,0.622,0.622,1.017,0.17,1.074,0.509,0.904,0.678,0.622,1.413,1.074,0.283,0.565,1.3,1.187,0.791,0.226,0.452,0.961,12.985,14.061,14.672,15.106,14.206,13.71,1
Positive_980,0.775,0.592,0.638,0.684,0.137,1.094,0.41,0.456,0.501,1.048,1.595,1.048,0.228,0.684,0.638,1.276,0.957,0.091,0.592,1.64,13.792,15.142,12.563,14.939,13.8,14.682,1
Positive_981,0.999,0.837,0.459,0.675,0.081,0.891,0.486,0.81,0.378,0.945,1.215,1.107,0.351,0.783,1.269,1.836,0.783,0.054,0.432,0.972,13.671,14.478,13.333,14.508,13.587,15.061,1
Positive_982,1.177,0.935,0.211,0.694,0.271,1.116,0.634,0.935,0.422,0.724,1.841,0.483,0.241,0.543,0.966,1.177,0.845,0.241,0.302,0.996,13.936,14.769,13.552,14.57,13.936,14.482,1
Positive_983,0.919,0.709,0.499,0.604,0.236,1.051,0.42,1.103,0.342,0.972,1.051,0.998,0.342,0.447,0.657,0.631,0.814,0.315,0.657,1.077,13.693,15.431,14.102,13.389,14.476,15.064,1
Positive_984,0.809,0.769,0.876,0.854,0.314,1.106,0.657,0.764,0.41,0.932,1.662,0.955,0.466,0.668,0.545,0.949,0.786,0.118,0.483,1.044,13.772,14.637,13.712,13.484,14.659,14.568,1
Positive_985,0.866,0.78,0.763,0.831,0.29,1.133,0.723,0.763,0.444,0.843,1.811,0.945,0.478,0.649,0.501,1.019,0.757,0.125,0.433,1.053,13.696,14.418,13.376,13.696,14.935,14.669,1
Positive_986,1.033,0.782,0.586,0.893,0.251,1.312,0.754,0.391,0.475,0.809,1.563,0.837,0.391,0.698,0.698,1.172,0.893,0.223,0.279,0.921,14.319,14.281,13.997,13.646,13.967,14.828,1
Positive_987,1.068,0.883,0.596,0.822,0.062,1.192,0.596,0.596,0.452,0.76,1.15,1.294,0.39,0.493,0.555,1.418,0.883,0.205,0.39,0.76,14.326,14.144,13.54,13.613,14.647,15.164,1
Positive_988,0.79,0.588,0.639,0.807,0.202,1.362,0.605,0.656,0.353,0.79,1.328,1.177,0.504,0.74,0.555,0.689,0.857,0.202,0.504,1.076,13.575,14.988,13.741,14.051,14.887,14.332,1
Positive_989,1.115,0.885,0.849,0.902,0.354,1.097,0.584,0.725,0.425,1.079,1.221,0.779,0.372,0.548,0.672,0.991,0.796,0.106,0.354,0.814,14.022,15.195,13.186,13.758,14.711,14.462,1
Positive_990,1.266,0.928,0.709,0.945,0.456,0.911,0.574,0.675,0.641,0.979,1.114,0.726,0.287,0.557,0.675,1.283,0.844,0.135,0.338,0.895,13.869,14.586,13.264,14.01,14.556,14.78,1
Positive_991,0.848,1.042,0.582,0.848,0.436,1.309,0.533,0.485,0.315,0.873,1.236,0.873,0.582,0.582,0.824,0.946,0.703,0.145,0.412,0.8,14.182,14.24,13.585,15.009,14.426,14.182,1
Positive_992,0.904,0.546,0.734,0.887,0.256,1.28,0.648,0.648,0.444,0.887,1.382,1.143,0.614,0.768,0.563,0.682,0.665,0.188,0.546,0.887,13.426,14.835,13.551,14.336,14.93,14.248,1
Positive_993,1.014,1.119,0.769,0.455,0.28,0.944,0.524,0.664,0.315,1.399,1.259,0.699,0.524,0.664,0.49,1.154,0.909,0.175,0.245,1.224,13.965,14.424,15.573,14.313,13.668,13.231,1
Positive_994,1.262,1.172,0.811,0.361,0.451,1.984,0.902,0.451,0.451,0.811,1.533,1.533,0.361,0.451,0.811,1.262,0.631,0.0,0.09,0.992,12.967,12.543,13.767,14.942,14.681,14.779,1
Positive_995,1.023,0.512,0.372,1.395,0.233,1.442,0.558,1.023,0.233,0.372,1.86,1.488,0.465,0.465,1.349,1.535,0.837,0.093,0.325,0.744,14.104,14.21,13.451,14.3,13.981,13.63,1
Positive_996,1.436,1.077,0.18,0.838,0.18,1.436,0.778,1.137,0.06,0.18,2.633,0.658,0.299,0.299,3.171,0.897,0.538,0.12,0.419,0.538,14.501,12.882,13.405,13.995,13.118,15.227,1
Positive_997,0.961,0.912,0.961,0.715,0.123,0.986,1.109,0.641,0.296,0.764,1.577,0.863,0.468,0.345,1.331,1.725,1.035,0.099,0.419,1.183,12.93,13.046,14.268,14.301,14.276,14.664,1
Positive_998,0.925,0.777,0.444,1.073,0.407,0.444,0.481,1.147,0.37,0.592,1.147,0.74,0.074,0.666,0.518,0.666,0.555,0.296,0.814,0.962,14.645,14.265,13.872,14.782,14.494,14.848,1
Positive_999,1.29,0.63,0.27,0.96,0.21,0.75,0.69,1.56,0.33,1.08,1.35,0.99,0.54,0.48,0.51,1.08,0.93,0.0,0.51,1.26,13.721,13.975,13.921,14.445,14.314,14.206,1
Positive_1000,1.376,0.644,0.41,1.083,0.234,0.732,0.644,1.376,0.322,1.083,1.288,1.083,0.41,0.527,0.468,0.966,0.79,0.0,0.498,1.112,13.61,13.986,13.828,14.475,14.686,14.37,1
Positive_1001,0.789,0.611,0.56,0.916,0.216,1.591,0.573,0.751,0.318,0.814,1.502,0.624,0.293,0.649,0.929,1.973,0.904,0.242,0.445,1.095,13.457,14.396,14.12,13.962,13.836,14.436,1
Positive_1002,0.834,0.735,0.556,0.874,0.238,1.172,0.536,0.675,0.139,0.894,0.775,1.748,0.318,0.517,0.596,0.695,0.894,0.119,0.517,0.854,15.076,14.877,13.543,14.186,13.912,14.72,1
Positive_1003,0.926,0.585,0.488,0.926,0.39,0.683,0.341,1.463,0.439,0.878,0.975,0.878,0.195,0.78,0.488,0.731,0.585,0.293,0.829,0.634,14.918,14.702,14.202,14.519,13.945,14.209,1
Positive_1004,0.774,0.764,0.879,0.921,0.241,0.826,0.534,0.858,0.418,0.701,1.297,0.91,0.492,0.722,0.785,1.538,0.806,0.23,0.523,1.098,13.869,14.206,14.037,14.191,14.596,13.785,1
Positive_1005,0.643,0.813,0.745,0.677,0.237,0.745,0.474,0.677,0.169,0.914,1.626,0.576,0.44,1.05,0.339,1.422,1.185,0.237,0.779,1.151,14.916,14.364,13.88,14.394,14.029,13.515,1
Positive_1006,0.768,0.556,0.615,1.017,0.485,0.922,0.686,0.757,0.567,0.78,1.643,1.052,0.307,0.591,0.355,1.206,0.745,0.307,0.366,1.028,13.779,14.008,14.015,14.494,14.539,14.413,1
Positive_1007,0.972,0.884,0.53,0.53,0.265,0.707,0.574,1.016,0.309,0.707,1.679,0.618,0.442,0.53,0.398,0.839,0.928,0.354,0.618,1.104,14.188,15.091,14.083,13.438,13.312,15.882,1
Positive_1008,0.736,0.872,0.639,0.698,0.349,1.298,1.182,0.717,0.252,0.659,1.88,0.833,0.426,0.349,0.639,1.008,0.775,0.291,0.271,0.775,14.225,14.196,13.727,13.8,15.141,14.262,1
Positive_1009,1.614,0.646,0.287,0.502,0.395,0.61,0.287,1.937,0.179,0.717,2.152,0.574,0.466,1.255,1.004,1.076,0.574,0.143,0.502,1.757,13.333,13.941,14.417,13.349,14.2,14.083,1
Positive_1010,0.775,0.686,0.887,0.912,0.186,0.726,0.565,1.065,0.347,0.734,1.307,0.516,0.298,0.75,0.952,1.081,1.065,0.371,0.726,1.033,14.165,13.895,14.674,13.925,14.037,14.322,1
Positive_1011,0.681,0.511,0.568,1.022,0.114,0.965,0.511,0.965,0.625,0.738,1.306,1.136,0.341,0.625,1.192,1.703,0.738,0.227,0.398,1.079,13.56,14.039,13.892,14.927,14.062,14.077,1
Positive_1012,1.117,0.927,0.586,0.697,0.333,1.101,0.547,1.188,0.341,0.887,1.774,0.594,0.388,0.943,0.784,1.022,0.784,0.19,0.38,1.077,14.164,14.579,13.271,14.07,14.336,13.921,1
Positive_1013,1.099,0.683,0.505,0.772,0.089,0.713,0.446,1.129,0.416,0.594,1.01,1.01,0.416,0.861,0.921,1.01,0.832,0.208,0.772,0.861,14.267,14.325,14.196,14.31,14.497,14.059,1
Positive_1014,0.916,0.86,0.388,0.61,0.194,0.583,0.444,1.082,0.194,0.916,2.081,0.388,0.61,1.11,0.749,1.193,0.916,0.333,0.555,1.332,14.016,14.403,13.259,13.985,14.465,14.418,1
Positive_1015,0.854,0.915,0.427,0.763,0.183,0.854,0.793,0.793,0.854,0.58,1.465,0.641,0.244,0.732,0.519,0.824,0.549,0.275,0.519,0.976,14.463,15.309,14.009,13.685,14.036,14.738,1
Positive_1016,0.829,0.682,0.689,0.769,0.261,0.856,0.588,0.983,0.267,0.856,1.711,0.862,0.414,0.789,0.702,1.203,0.802,0.267,0.461,1.123,13.724,14.639,14.14,13.883,14.276,14.223,1
Positive_1017,0.921,0.527,0.658,0.559,0.066,0.757,0.625,0.856,0.987,1.053,1.547,0.954,0.296,1.086,0.658,0.592,0.559,0.559,0.592,0.757,14.238,15.677,13.814,13.281,13.851,14.53,1
Positive_1018,0.703,0.551,0.73,0.923,0.207,1.116,0.455,1.061,0.565,0.799,1.02,0.91,0.344,0.717,0.689,0.841,1.034,0.262,0.882,0.868,12.974,14.207,14.486,14.112,14.567,14.978,1
Positive_1019,0.71,0.671,0.807,0.781,0.168,0.955,0.71,0.833,0.484,0.71,1.433,1.02,0.394,0.704,0.826,1.414,1.001,0.239,0.51,0.807,13.673,14.053,14.182,14.371,14.151,14.394,1
Positive_1020,0.948,0.677,0.542,0.542,0.169,1.185,0.576,1.05,0.339,0.914,1.151,1.118,0.305,0.508,0.677,0.813,0.61,0.169,0.644,1.016,14.699,14.211,15.048,13.737,14.071,14.281,1
Positive_1021,1.015,0.502,0.698,0.578,0.273,1.135,0.797,0.993,0.437,0.622,1.56,0.971,0.284,0.677,0.851,1.342,1.102,0.12,0.611,1.517,14.05,13.495,14.557,13.64,14.139,14.034,1
Positive_1022,0.803,0.714,0.892,0.892,0.268,0.803,0.892,0.625,0.178,0.803,1.249,1.874,0.446,0.981,0.178,1.16,0.535,0.089,0.625,0.803,13.389,15.803,12.404,13.596,15.381,14.618,1
Positive_1023,1.041,0.347,0.868,1.099,0.174,1.099,0.636,0.463,0.347,1.099,1.446,1.215,0.405,0.752,0.578,1.62,0.983,0.116,0.578,0.81,12.972,13.756,13.639,14.908,14.454,14.595,1
Positive_1024,0.556,0.452,0.626,0.869,0.278,0.834,0.521,0.834,0.487,1.46,1.669,0.904,0.556,0.834,1.078,1.252,1.008,0.348,0.521,1.669,14.093,14.42,13.339,13.766,13.724,13.9,1
Positive_1025,0.843,0.613,0.766,0.843,0.307,1.533,0.92,0.537,0.23,0.766,1.609,1.073,0.153,0.69,0.613,0.613,1.303,0.307,0.843,0.843,12.962,14.202,13.501,15.742,13.571,14.618,1
Positive_1026,1.069,0.576,0.987,1.234,0.247,1.316,0.822,0.576,0.822,0.494,1.809,1.069,0.411,0.494,0.247,0.987,0.576,0.082,0.74,0.494,13.403,15.518,13.712,14.246,13.17,14.901,1
Positive_1027,1.202,0.895,0.639,0.614,0.333,0.921,0.639,1.202,0.563,0.486,1.867,0.742,0.691,0.384,0.895,1.151,0.639,0.128,0.588,0.639,13.506,14.092,13.887,14.145,14.731,14.419,1
Positive_1028,0.818,0.727,0.666,1.0,0.091,0.757,0.697,1.06,0.485,0.545,0.969,0.909,0.303,1.091,0.909,0.636,0.757,0.242,0.666,0.878,14.719,13.952,14.058,14.641,14.335,14.087,1
Positive_1029,1.235,0.781,0.781,0.472,0.508,1.144,0.563,1.09,0.254,1.09,1.671,0.745,0.599,0.581,0.672,1.289,0.944,0.127,0.345,1.235,13.78,14.425,13.562,13.901,14.296,13.909,1
Positive_1030,1.347,0.775,0.531,1.061,0.163,1.061,0.531,0.816,0.204,0.857,1.388,1.306,0.367,0.449,0.327,0.775,0.898,0.041,0.449,0.775,14.249,15.556,13.925,13.501,14.094,14.553,1
Positive_1031,0.866,0.173,0.519,1.212,0.346,2.77,0.519,0.693,0.866,0.519,1.385,1.385,0.866,1.212,0.0,0.693,0.519,0.0,0.173,1.212,14.886,15.492,11.262,13.254,14.114,15.062,1
Positive_1032,0.884,0.648,0.825,0.825,0.147,0.766,0.59,0.855,0.442,1.061,1.886,1.091,0.354,0.707,0.796,0.943,0.737,0.265,0.265,0.884,13.993,14.517,14.854,13.132,14.397,14.135,1
Positive_1033,0.806,0.806,0.575,0.23,0.23,1.381,0.806,0.921,0.46,1.151,2.417,0.921,0.345,0.46,0.46,0.691,1.266,0.115,0.46,0.921,12.575,15.251,14.071,13.863,16.068,12.753,1
Positive_1034,0.773,0.801,0.663,0.718,0.248,1.215,0.635,1.022,0.331,0.773,1.353,0.635,0.304,0.607,0.884,0.828,0.746,0.304,0.525,0.69,14.694,15.545,13.45,13.858,14.448,13.949,1
Positive_1035,0.969,0.681,0.498,0.628,0.236,1.1,0.498,1.178,0.209,0.733,1.126,0.969,0.367,0.55,0.864,0.917,0.969,0.262,0.655,0.812,14.837,14.972,13.693,13.65,14.048,14.581,1
Positive_1036,1.359,0.732,0.615,0.65,0.081,0.871,0.615,1.15,0.221,1.208,1.382,0.987,0.372,0.813,0.337,1.022,0.801,0.128,0.406,1.115,14.246,14.64,13.756,13.971,14.217,14.306,1
Positive_1037,0.882,0.775,0.481,0.722,0.241,1.176,0.481,0.936,0.267,0.802,0.963,1.016,0.481,0.561,0.882,1.123,0.722,0.241,0.561,0.749,14.38,15.54,13.916,14.099,13.522,14.479,1
Positive_1038,0.912,0.912,0.294,0.589,0.206,0.883,0.765,0.942,0.5,0.647,2.443,0.589,0.383,0.471,1.148,0.765,0.589,0.324,0.324,0.853,14.333,14.275,13.636,13.505,14.893,14.82,1
Positive_1039,0.278,0.648,0.463,1.11,0.278,1.203,0.648,0.925,0.185,0.648,1.018,1.11,0.555,0.555,0.185,0.185,0.648,0.37,0.278,1.203,14.747,15.378,14.285,13.604,15.472,14.022,1
Positive_1040,1.074,0.828,0.613,0.828,0.092,1.043,0.521,1.319,0.307,0.828,1.319,0.583,0.521,0.399,0.399,0.736,0.89,0.184,0.583,0.644,14.322,14.768,14.809,14.322,13.972,14.096,1
Positive_1041,1.622,0.863,0.414,0.794,0.207,1.001,0.414,1.38,0.311,1.07,1.311,0.69,0.345,0.379,0.552,0.587,0.932,0.069,0.172,1.346,15.252,14.182,14.385,13.727,14.248,13.749,1
Positive_1042,0.883,1.678,0.265,0.353,0.0,0.795,0.618,1.148,0.088,0.618,0.795,0.883,0.353,0.353,0.265,0.618,0.442,0.0,0.442,0.883,13.726,16.24,15.878,13.203,15.069,14.403,1
Positive_1043,0.968,0.968,0.379,0.884,0.168,1.515,0.421,0.842,0.337,1.01,1.599,0.673,0.21,0.168,0.673,0.715,0.8,0.042,0.21,1.263,15.41,14.226,14.621,13.472,13.922,14.503,1
Positive_1044,1.501,0.75,0.844,0.844,0.188,1.032,0.469,1.642,0.469,1.032,1.36,0.563,0.375,0.469,0.422,0.61,1.173,0.047,0.422,0.844,13.867,14.552,13.664,13.867,14.138,14.854,1
Positive_1045,1.33,0.967,0.653,0.605,0.048,0.677,0.459,1.33,0.169,0.846,1.185,0.774,0.363,0.363,0.774,0.991,0.725,0.145,0.508,1.306,14.488,14.907,13.841,14.012,14.104,14.431,1
Positive_1046,0.776,0.808,0.42,0.905,0.647,1.229,0.517,0.744,0.614,0.711,1.39,1.229,0.42,0.614,0.647,0.938,0.905,0.194,0.356,0.841,13.595,14.78,14.504,13.706,13.557,14.951,1
Positive_1047,1.42,0.505,0.442,0.379,0.189,0.757,0.536,1.388,0.221,1.451,1.766,0.694,0.536,1.325,0.662,1.356,0.852,0.221,0.536,1.293,13.058,14.298,13.479,13.81,14.537,14.289,1
Positive_1048,0.663,0.934,0.331,0.904,0.12,0.843,0.542,0.934,0.392,1.024,1.898,0.422,0.301,0.783,1.265,1.175,0.602,0.301,0.452,1.205,13.967,13.929,14.45,13.612,14.261,14.691,1
Positive_1049,1.309,0.695,0.614,0.744,0.194,0.986,0.501,1.261,0.339,1.083,1.439,1.002,0.323,0.501,0.873,0.695,1.018,0.081,0.259,1.196,14.616,13.989,14.163,13.649,14.329,14.14,1
Positive_1050,0.891,0.475,0.95,0.238,0.297,1.722,0.653,1.01,0.178,1.901,1.485,0.95,0.832,0.772,1.307,1.782,0.891,0.178,0.416,0.713,12.251,13.433,13.389,13.971,14.756,14.562,1
Positive_1051,0.59,0.689,1.083,0.787,0.0,1.279,0.197,0.984,0.098,0.689,0.984,1.378,0.295,0.787,0.0,0.492,0.984,0.197,0.394,1.083,15.103,16.234,14.35,14.363,14.428,12.531,1
Positive_1052,1.153,0.747,0.637,0.736,0.154,0.879,0.824,0.835,0.483,0.516,1.67,0.582,0.329,0.637,0.89,0.857,0.681,0.45,0.615,0.67,14.552,15.004,14.258,13.225,14.394,14.222,1
Positive_1053,1.169,0.85,0.478,0.558,0.239,1.116,0.611,1.142,0.239,0.425,1.302,0.824,0.292,0.558,0.85,0.983,0.956,0.239,0.611,0.797,14.438,14.915,13.726,13.961,14.438,14.282,1
